#{"t_start": 1748668966.7769225, "env_id": "None"}
r,l,t
-150.0,12,564.444355
-150.0,12,565.316872
-240.0,12,566.638491
-64.0,12,566.731432
-100.0,12,567.756526
-168.0,12,568.747871
-88.0,12,568.926882
-176.0,12,569.560699
-150.0,12,570.663476
-64.0,12,572.047851
-198.0,12,573.421044
-226.0,12,574.43699
-146.0,12,575.353765
-214.0,12,576.267669
-148.0,12,577.616142
-240.0,12,578.425838
-226.0,12,579.091545
-50.0,12,580.519264
-92.0,12,580.802458
-46.0,12,581.35445
-210.0,12,582.077802
-144.0,12,582.786518
-170.0,12,583.673554
-62.0,12,584.451992
-202.0,12,584.603446
-200.0,12,585.738778
-210.0,12,585.905199
-114.0,12,586.746515
-240.0,12,586.99997
-66.0,12,587.276127
-218.0,12,588.079872
-174.0,12,589.028579
-170.0,12,589.930012
-240.0,12,590.827884
-186.0,12,592.324849
-56.0,12,593.116628
20.0,12,593.706451
-170.0,12,594.289906
-202.0,12,595.175804
2.0,12,595.395144
-30.0,12,596.370837
-132.0,12,597.568009
-220.0,12,597.776015
-152.0,12,598.745134
-220.0,12,599.453743
-100.0,12,600.241959
-60.0,12,600.478696
-154.0,12,600.769811
-212.0,12,601.622617
-152.0,12,601.764365
-222.0,12,602.409428
-210.0,12,603.305907
-60.0,12,604.449883
-50.0,12,605.574319
-176.0,12,606.099635
-132.0,12,607.050658
-90.0,12,607.190797
-240.0,12,608.458937
-90.0,12,609.302076
-114.0,12,610.330148
-240.0,12,610.549253
-202.0,12,611.144049
-158.0,12,612.152416
-140.0,12,613.109633
-170.0,12,614.104798
-172.0,12,614.359364
-96.0,12,615.190243
-174.0,12,615.943251
-110.0,12,616.804878
-156.0,12,617.672309
-42.0,12,618.217426
-134.0,12,618.609274
-144.0,12,619.768416
-58.0,12,620.299135
-132.0,12,620.992983
-220.0,12,621.765042
-226.0,12,622.167264
-60.0,12,623.075458
-172.0,12,624.206568
-104.0,12,624.794241
-64.0,12,625.036466
-182.0,12,625.246483
-150.0,12,625.875264
-166.0,12,627.351542
-214.0,12,628.241358
-200.0,12,628.465771
-204.0,12,629.630464
-164.0,12,630.351484
-186.0,12,631.024749
-202.0,12,631.781986
-136.0,12,632.071238
-240.0,12,632.372204
-118.0,12,632.606429
-156.0,12,633.098845
-240.0,12,633.974139
-166.0,12,634.71095
-54.0,12,635.353189
-94.0,12,636.519936
-122.0,12,636.87482
-96.0,12,637.516893
-202.0,12,638.330865
-188.0,12,639.222792
-226.0,12,639.486627
24.0,12,640.233237
50.0,12,640.821589
-116.0,12,641.684832
-194.0,12,642.396007
-240.0,12,642.728734
-240.0,12,643.49696
-188.0,12,644.068538
-144.0,12,644.833541
-84.0,12,645.092903
-144.0,12,645.810282
-138.0,12,645.966862
-98.0,12,646.334452
-142.0,12,647.339483
-118.0,12,647.882823
-72.0,12,648.294281
-182.0,12,649.457279
-112.0,12,650.291724
-158.0,12,650.428823
-152.0,12,651.544405
-70.0,12,652.311208
-88.0,12,652.696455
-94.0,12,653.79574
-116.0,12,655.370651
-180.0,12,656.189187
-16.0,12,656.518018
-18.0,12,657.283648
-36.0,12,658.197815
-100.0,12,659.236585
-158.0,12,659.852627
-182.0,12,660.492603
-196.0,12,660.822936
-78.0,12,661.391227
-220.0,12,661.876276
-106.0,12,662.84356
-68.0,12,663.744234
-162.0,12,663.759026
-240.0,12,663.974035
-60.0,12,664.985733
-164.0,12,665.536572
-86.0,12,665.9784
-172.0,12,666.830073
-82.0,12,667.591356
-70.0,12,668.09466
-108.0,12,669.029335
-90.0,12,669.441626
-102.0,12,670.355446
-154.0,12,670.829148
-32.0,12,671.038866
-98.0,12,671.76927
-80.0,12,672.440989
-134.0,12,672.682059
-194.0,12,673.819932
-38.0,12,674.677546
-30.0,12,675.198327
-98.0,12,675.440104
-66.0,12,676.198461
-70.0,12,676.940226
-40.0,12,677.992496
-152.0,12,678.709502
-198.0,12,678.872626
-222.0,12,680.31534
-160.0,12,681.377821
-126.0,12,682.244218
-136.0,12,683.161549
-240.0,12,683.437934
-46.0,12,684.217853
-240.0,12,684.920132
-130.0,12,685.929772
-164.0,12,686.50125
-190.0,12,687.510514
-190.0,12,688.202621
-100.0,12,688.926006
-194.0,12,689.854211
-164.0,12,690.76248
-16.0,12,691.519828
-204.0,12,692.81782
-204.0,12,693.831529
-132.0,12,694.327127
-240.0,12,695.119792
-232.0,12,695.747668
-88.0,12,696.636232
-178.0,12,697.436193
-24.0,12,698.115373
-200.0,12,698.346446
-240.0,12,699.018009
-214.0,12,699.376021
-4.0,12,699.919025
-134.0,12,700.607424
-46.0,12,701.255616
-118.0,12,702.421407
-170.0,12,703.300632
-174.0,12,703.405211
-204.0,12,704.572029
-146.0,12,705.317262
-30.0,12,706.107584
-88.0,12,706.40718
-160.0,12,707.045896
-198.0,12,707.697521
-136.0,12,708.574734
-204.0,12,709.763344
-240.0,12,710.463893
-82.0,12,711.446555
-106.0,12,712.159897
-146.0,12,712.683448
-158.0,12,713.302286
-218.0,12,714.487954
-138.0,12,715.526
-240.0,12,716.097666
-176.0,12,716.799355
-148.0,12,717.892625
-14.0,12,718.9167
-150.0,12,720.159915
-240.0,12,720.936704
-144.0,12,721.766806
-114.0,12,721.87037
-108.0,12,722.269173
-162.0,12,723.038416
-12.0,12,724.066647
-240.0,12,724.478043
-150.0,12,725.869962
-158.0,12,726.628128
96.0,12,727.40623
-116.0,12,728.548165
-240.0,12,729.321986
-72.0,12,729.967951
-34.0,12,730.655588
-208.0,12,730.914567
-106.0,12,731.550735
-116.0,12,732.197646
-84.0,12,732.535507
-70.0,12,732.925776
-106.0,12,733.206607
-148.0,12,734.232557
-224.0,12,734.789989
-208.0,12,735.645616
-240.0,12,736.727997
-110.0,12,737.651738
-138.0,12,738.685731
-180.0,12,740.051903
14.0,12,740.843638
