#{"t_start": 1748835617.5918171, "env_id": "None"}
r,l,t
-128.0,12,408.047104
-188.0,12,408.100381
-166.0,12,408.947081
-158.0,12,409.280672
-178.0,12,410.280331
-66.0,12,411.435318
-74.0,12,411.953872
-240.0,12,412.098974
-70.0,12,412.177104
-84.0,12,412.263242
-170.0,12,413.118066
-52.0,12,413.128494
-154.0,12,413.137949
-164.0,12,413.500122
-240.0,12,414.561941
-180.0,12,414.575912
-134.0,12,415.140918
-30.0,12,416.021291
-122.0,12,416.644744
-94.0,12,417.689776
-188.0,12,417.792274
34.0,12,418.496535
-154.0,12,418.733584
-58.0,12,419.004364
-240.0,12,420.066114
-42.0,12,420.223533
-212.0,12,420.443811
-156.0,12,420.728047
-134.0,12,421.539024
-94.0,12,421.55417
-218.0,12,422.34043
-150.0,12,422.480985
-38.0,12,422.760293
-104.0,12,423.530162
90.0,12,423.843276
-210.0,12,424.405762
-184.0,12,425.400026
-208.0,12,425.411813
-190.0,12,425.519178
-180.0,12,425.926625
-168.0,12,426.026347
-214.0,12,426.931964
-188.0,12,427.342004
-158.0,12,428.40626
-134.0,12,428.499265
-144.0,12,428.561338
-92.0,12,428.61708
-42.0,12,428.733376
-164.0,12,428.747099
-126.0,12,429.475715
-222.0,12,429.707799
-240.0,12,430.80055
-108.0,12,432.018856
-186.0,12,432.194111
-210.0,12,432.937702
-110.0,12,433.609838
-84.0,12,433.718968
-108.0,12,434.314961
-210.0,12,434.545587
-94.0,12,434.814158
-124.0,12,434.956105
-150.0,12,435.806998
-188.0,12,436.706446
-130.0,12,437.513747
-204.0,12,437.609401
-126.0,12,438.486473
-84.0,12,440.034839
-46.0,12,440.088921
-120.0,12,441.34276
-130.0,12,441.684932
-12.0,12,442.590235
-170.0,12,442.763392
-156.0,12,442.843436
32.0,12,443.107311
-68.0,12,443.25215
-152.0,12,443.955657
-66.0,12,444.709898
-46.0,12,444.722777
-40.0,12,445.615648
-186.0,12,446.451663
4.0,12,446.557306
-18.0,12,447.22667
-90.0,12,447.976948
-214.0,12,448.523118
-110.0,12,449.330615
-78.0,12,449.488289
-168.0,12,450.013849
-192.0,12,450.92021
-174.0,12,450.931605
-112.0,12,451.053129
-200.0,12,451.778464
-218.0,12,452.489429
-130.0,12,452.753975
