#{"t_start": 1748839300.8529782, "env_id": "None"}
r,l,t
-138.0,12,526.016293
-190.0,12,526.770844
-240.0,12,527.655121
4.0,12,528.326555
-150.0,12,528.953004
-72.0,12,529.810697
-136.0,12,530.745298
-240.0,12,531.552722
-144.0,12,532.712811
-48.0,12,533.801752
-188.0,12,534.620918
-76.0,12,535.14731
-180.0,12,535.924519
-160.0,12,536.656073
-118.0,12,537.750911
-84.0,12,538.596001
-92.0,12,539.61885
-156.0,12,540.750669
-158.0,12,541.273502
-224.0,12,541.714541
-108.0,12,542.64369
-174.0,12,543.251237
-20.0,12,544.12964
-60.0,12,544.687118
-240.0,12,545.14665
-170.0,12,545.92852
-32.0,12,546.610931
-182.0,12,547.884873
-74.0,12,548.546982
-112.0,12,549.179008
-196.0,12,549.73035
-172.0,12,550.588566
-14.0,12,551.339659
-148.0,12,552.954564
-190.0,12,554.258517
-198.0,12,555.61833
-122.0,12,556.296271
-120.0,12,557.376583
-114.0,12,557.981777
-160.0,12,558.878385
-134.0,12,559.700374
-240.0,12,560.352074
-172.0,12,560.970688
-232.0,12,561.481116
-98.0,12,562.091362
-200.0,12,562.938867
-172.0,12,563.534258
-84.0,12,564.083713
38.0,12,565.306846
-206.0,12,566.076559
-160.0,12,567.258232
-36.0,12,567.676326
-192.0,12,568.495231
-52.0,12,568.997123
-206.0,12,569.399127
-148.0,12,569.948248
-70.0,12,570.745685
-64.0,12,571.527822
-194.0,12,571.924853
-202.0,12,572.482442
-130.0,12,573.092851
-176.0,12,574.319576
-130.0,12,574.840397
-150.0,12,575.691136
-194.0,12,576.122466
-74.0,12,577.039078
-210.0,12,577.62999
-82.0,12,578.446406
-156.0,12,579.090626
-140.0,12,579.700845
-92.0,12,580.668127
-170.0,12,581.797555
-78.0,12,582.336972
-144.0,12,582.979744
-98.0,12,583.940003
-38.0,12,584.627589
-154.0,12,585.340296
-166.0,12,585.905932
-152.0,12,586.871521
-82.0,12,587.528908
-190.0,12,588.08033
-142.0,12,588.99395
-226.0,12,589.977016
-54.0,12,590.411029
14.0,12,591.302723
-228.0,12,592.085855
-210.0,12,593.080502
-90.0,12,594.043385
-190.0,12,595.014056
0.0,12,596.04811
-136.0,12,596.838616
-200.0,12,598.365112
-194.0,12,599.285732
-90.0,12,600.027506
-196.0,12,601.122312
-124.0,12,601.811723
-150.0,12,602.625878
-148.0,12,603.929513
-54.0,12,604.676716
-190.0,12,605.226494
-6.0,12,606.100048
-164.0,12,607.160259
-164.0,12,607.964095
-190.0,12,608.86511
90.0,12,609.215189
-222.0,12,609.901288
-186.0,12,610.603481
-44.0,12,611.805414
-188.0,12,612.785193
-102.0,12,613.341582
-200.0,12,614.130432
-184.0,12,614.879355
-202.0,12,616.070713
-166.0,12,616.589706
-186.0,12,617.294274
-168.0,12,617.808931
-122.0,12,618.51377
-194.0,12,619.521662
-190.0,12,620.052184
-70.0,12,620.973664
-214.0,12,621.654833
-168.0,12,622.490258
-48.0,12,623.394821
-120.0,12,624.201561
-162.0,12,624.327946
-54.0,12,624.842683
-240.0,12,625.596857
-60.0,12,626.285081
-170.0,12,627.19117
-98.0,12,627.948294
-100.0,12,628.938059
-186.0,12,629.620449
-194.0,12,630.356719
-62.0,12,631.275753
-26.0,12,632.16586
-220.0,12,633.454268
64.0,12,634.257135
-46.0,12,635.038716
-166.0,12,635.693565
-38.0,12,636.219054
10.0,12,637.197689
-204.0,12,638.470966
-130.0,12,639.147803
-56.0,12,639.854729
-240.0,12,640.448675
-146.0,12,641.319494
-64.0,12,642.259275
-162.0,12,643.175245
-170.0,12,643.896795
-66.0,12,644.657836
-204.0,12,645.085637
-132.0,12,646.294442
-136.0,12,646.997983
-94.0,12,648.977098
-186.0,12,649.846225
28.0,12,650.530199
40.0,12,651.294287
-240.0,12,652.160921
-170.0,12,652.652095
-136.0,12,653.114187
-170.0,12,653.962168
-240.0,12,654.68925
-188.0,12,655.709194
-240.0,12,656.366651
-138.0,12,656.937319
-42.0,12,657.733815
-126.0,12,658.443741
-156.0,12,659.444978
-240.0,12,660.27569
-46.0,12,660.830296
-170.0,12,661.23642
-240.0,12,661.962249
-96.0,12,663.069372
-172.0,12,663.529696
-54.0,12,664.523135
-224.0,12,664.839432
-138.0,12,665.24155
-174.0,12,665.674509
-142.0,12,666.806288
12.0,12,667.982866
-54.0,12,668.346571
-164.0,12,668.901895
-82.0,12,669.85739
-102.0,12,670.704202
-202.0,12,671.275112
-164.0,12,672.275188
-184.0,12,672.782997
-98.0,12,673.687968
-106.0,12,674.583964
-24.0,12,675.296044
50.0,12,675.732094
-240.0,12,676.516565
-144.0,12,677.105763
-46.0,12,677.887252
-90.0,12,678.772427
-94.0,12,679.580012
-146.0,12,680.615091
10.0,12,681.269447
-126.0,12,682.192146
50.0,12,682.85794
-66.0,12,683.791171
-172.0,12,684.605053
-88.0,12,685.425538
-218.0,12,685.926874
-210.0,12,687.034051
-42.0,12,687.846126
-198.0,12,688.92782
-24.0,12,690.028555
-110.0,12,690.824691
-116.0,12,691.262372
68.0,12,692.38576
-124.0,12,693.37816
-6.0,12,694.056252
-54.0,12,694.952874
-116.0,12,695.862333
68.0,12,696.352859
-104.0,12,697.279028
-68.0,12,697.982896
-164.0,12,698.975837
-86.0,12,699.738009
-212.0,12,700.283061
-186.0,12,700.900128
-78.0,12,701.802378
-240.0,12,702.269179
-116.0,12,702.902136
-102.0,12,703.699326
-210.0,12,704.53968
-140.0,12,705.386995
-116.0,12,706.313646
-240.0,12,706.992971
-206.0,12,707.977047
-132.0,12,708.822069
38.0,12,709.77061
-78.0,12,710.367879
-12.0,12,711.059275
-38.0,12,712.114302
-158.0,12,712.864068
-198.0,12,713.641678
-148.0,12,714.493393
-240.0,12,715.487855
-140.0,12,716.376307
-48.0,12,717.021063
-66.0,12,717.885407
-114.0,12,718.820206
-166.0,12,719.540107
-168.0,12,720.348314
-198.0,12,721.331954
-122.0,12,722.094261
-154.0,12,722.822507
-164.0,12,723.729158
-50.0,12,724.703844
-240.0,12,725.538399
-148.0,12,726.602223
-202.0,12,727.851094
-172.0,12,729.126492
-2.0,12,729.8148
-176.0,12,730.705243
-118.0,12,731.512264
-198.0,12,732.424307
-132.0,12,733.313475
-200.0,12,734.33435
-140.0,12,735.269
-154.0,12,736.075032
-200.0,12,736.48156
-190.0,12,737.469024
-240.0,12,738.331028
-136.0,12,739.543075
-144.0,12,741.860048
-82.0,12,742.713571
-162.0,12,743.447927
-156.0,12,744.484524
-202.0,12,745.298848
-84.0,12,746.178103
-132.0,12,746.725518
-160.0,12,747.640647
-206.0,12,748.509114
-164.0,12,749.338908
-118.0,12,750.271143
-24.0,12,750.830053
-196.0,12,751.639449
-88.0,12,752.351091
-180.0,12,753.393224
-192.0,12,754.42399
-120.0,12,755.290665
-154.0,12,756.12388
-146.0,12,756.65776
-204.0,12,757.064469
-154.0,12,757.944742
-104.0,12,758.810331
-218.0,12,760.351093
-6.0,12,761.286099
-78.0,12,762.023577
-162.0,12,762.806047
-126.0,12,763.605728
-126.0,12,764.328626
14.0,12,765.080165
-50.0,12,765.935148
-152.0,12,766.661051
-66.0,12,767.602853
-180.0,12,768.608279
-228.0,12,769.437152
-124.0,12,770.714038
-142.0,12,771.479208
-206.0,12,772.589088
-110.0,12,773.430124
-210.0,12,774.027276
-224.0,12,774.805103
-40.0,12,775.605283
-142.0,12,776.449403
-166.0,12,777.165068
-192.0,12,778.013088
-228.0,12,778.635823
-158.0,12,779.988936
-160.0,12,781.042862
24.0,12,781.730686
-168.0,12,782.730727
-156.0,12,783.719301
-156.0,12,784.537346
-172.0,12,785.702477
-212.0,12,786.211904
-132.0,12,787.016445
-20.0,12,788.145037
-200.0,12,789.004525
-110.0,12,789.896489
-204.0,12,790.865953
-168.0,12,791.795726
-102.0,12,792.683836
-208.0,12,793.855169
-60.0,12,794.630215
-212.0,12,795.225767
-232.0,12,796.200089
-168.0,12,796.95569
-118.0,12,797.790308
-130.0,12,798.951228
-240.0,12,799.570276
-182.0,12,800.516336
-224.0,12,801.66454
-62.0,12,802.842995
-76.0,12,803.670964
-118.0,12,804.477033
-204.0,12,805.017455
-154.0,12,805.767374
-138.0,12,806.779573
-80.0,12,807.535048
-220.0,12,808.158316
-106.0,12,808.954636
-206.0,12,810.098973
-210.0,12,810.736465
-162.0,12,811.781324
-170.0,12,812.375951
-106.0,12,813.29963
-204.0,12,813.972213
-22.0,12,814.688043
-136.0,12,815.363567
-174.0,12,815.549968
-98.0,12,816.700542
48.0,12,817.438671
-82.0,12,818.188307
-118.0,12,818.721782
-152.0,12,819.534639
-52.0,12,820.3305
-114.0,12,821.462056
-194.0,12,822.338944
-136.0,12,823.442163
-86.0,12,823.889542
-166.0,12,824.902926
-62.0,12,825.355535
-204.0,12,826.189814
-160.0,12,827.000178
-178.0,12,827.85912
-240.0,12,828.8265
-224.0,12,829.359903
30.0,12,830.376703
-216.0,12,831.103626
-232.0,12,831.962039
-162.0,12,832.484694
-156.0,12,833.382466
-128.0,12,834.075837
-180.0,12,834.877384
-116.0,12,835.794084
-204.0,12,836.410192
-212.0,12,837.076046
-220.0,12,837.859586
-158.0,12,838.464764
-80.0,12,839.092265
-150.0,12,839.854767
-176.0,12,840.830465
-116.0,12,841.84155
-88.0,12,842.534354
-158.0,12,843.221754
-66.0,12,843.998459
-122.0,12,844.97076
-176.0,12,845.847872
-146.0,12,846.79943
-218.0,12,847.676573
-160.0,12,848.44275
-108.0,12,849.142188
-90.0,12,849.765473
-172.0,12,850.660597
-128.0,12,851.692615
-132.0,12,852.486169
-162.0,12,853.619027
14.0,12,854.432451
26.0,12,854.997877
-180.0,12,855.727281
-100.0,12,856.465115
-126.0,12,857.154437
-202.0,12,858.047308
-132.0,12,858.563159
-74.0,12,859.340589
-176.0,12,860.066701
-122.0,12,861.054797
-174.0,12,861.857606
-142.0,12,862.553039
-84.0,12,863.713974
-200.0,12,864.71361
-168.0,12,865.508587
-112.0,12,866.798877
-116.0,12,868.365268
-122.0,12,869.300527
-8.0,12,869.837354
-202.0,12,870.46182
-178.0,12,871.130733
-182.0,12,872.180298
-22.0,12,873.13891
-48.0,12,873.948587
-138.0,12,874.886799
-90.0,12,875.78361
-34.0,12,877.039597
-64.0,12,877.838587
-196.0,12,878.673941
-240.0,12,879.571512
-106.0,12,880.657418
-98.0,12,881.514365
-164.0,12,882.183645
-178.0,12,882.538412
-232.0,12,883.350833
-126.0,12,883.840941
-118.0,12,884.64523
-118.0,12,885.334557
-190.0,12,886.375257
36.0,12,887.322172
-174.0,12,888.263646
-52.0,12,889.123036
-204.0,12,889.719001
-86.0,12,890.254455
-184.0,12,891.20086
-178.0,12,891.93455
-106.0,12,892.508354
-116.0,12,892.926576
-114.0,12,893.242754
-204.0,12,894.210952
-226.0,12,894.910603
-240.0,12,895.347279
-240.0,12,896.235979
-118.0,12,897.324524
34.0,12,897.858202
10.0,12,898.655724
-40.0,12,899.3419
-168.0,12,900.156211
-146.0,12,901.172892
-134.0,12,901.844124
-84.0,12,902.679346
-198.0,12,903.40207
-180.0,12,904.020209
-188.0,12,904.832629
40.0,12,905.39604
-104.0,12,906.264141
-114.0,12,907.441129
-170.0,12,908.556916
-202.0,12,909.082882
-110.0,12,909.650021
-184.0,12,910.358712
-214.0,12,911.206979
-100.0,12,912.186401
36.0,12,912.799531
-240.0,12,913.939703
-206.0,12,914.825338
-148.0,12,915.793231
-142.0,12,916.657296
-140.0,12,917.407189
-200.0,12,918.173257
-140.0,12,919.406949
-200.0,12,919.847784
10.0,12,921.403004
-240.0,12,921.942882
-44.0,12,922.629766
-8.0,12,923.204343
-130.0,12,923.674734
-2.0,12,924.234169
-52.0,12,924.943279
-104.0,12,925.939717
-188.0,12,926.953276
-212.0,12,928.042752
36.0,12,928.634594
-142.0,12,929.359954
-104.0,12,930.172192
46.0,12,931.016225
-52.0,12,931.816032
-206.0,12,931.954464
-142.0,12,932.994514
-84.0,12,933.800744
56.0,12,934.188703
-166.0,12,935.27405
-240.0,12,936.093531
-150.0,12,937.213265
-62.0,12,937.876106
-240.0,12,938.931243
-240.0,12,939.795895
-140.0,12,940.678206
-240.0,12,941.546638
-140.0,12,942.417174
-188.0,12,943.575175
-190.0,12,944.32035
-114.0,12,945.372678
-180.0,12,946.55057
-174.0,12,947.775921
-224.0,12,949.174027
-158.0,12,949.627274
-172.0,12,950.46296
-52.0,12,951.240944
-224.0,12,952.506018
