#{"t_start": 1748856809.0898216, "env_id": "None"}
r,l,t
-132.0,12,703.672554
-164.0,12,704.700405
-122.0,12,705.553773
-62.0,12,706.233788
-84.0,12,706.416688
-206.0,12,707.296979
-200.0,12,707.991718
-60.0,12,708.57771
-210.0,12,709.134303
-240.0,12,709.331828
-128.0,12,710.519884
-190.0,12,711.247702
-138.0,12,711.967363
-222.0,12,712.924182
-166.0,12,713.940533
-222.0,12,715.132003
-150.0,12,715.376327
-176.0,12,716.32288
-188.0,12,717.103067
-14.0,12,717.331791
-108.0,12,718.186999
-126.0,12,718.950168
-120.0,12,719.507436
-178.0,12,720.41432
-146.0,12,721.086295
-192.0,12,721.823972
-62.0,12,722.300743
-176.0,12,723.071967
-26.0,12,724.091933
-124.0,12,725.257541
-62.0,12,725.881132
-154.0,12,726.949414
-174.0,12,727.653705
-200.0,12,728.397118
-168.0,12,729.069069
-208.0,12,729.386076
-24.0,12,729.695853
-168.0,12,729.790238
-176.0,12,729.869371
-204.0,12,730.669637
-10.0,12,731.519305
-210.0,12,732.398517
-22.0,12,732.548241
-214.0,12,733.076456
-190.0,12,733.603436
-174.0,12,733.649806
-68.0,12,734.452457
-74.0,12,735.33507
-76.0,12,736.302539
-168.0,12,736.976775
-232.0,12,737.636341
-40.0,12,738.244144
-170.0,12,739.160671
-154.0,12,740.283695
-210.0,12,741.163311
-56.0,12,742.090209
-202.0,12,743.043612
-168.0,12,744.04192
-152.0,12,744.550467
-240.0,12,744.987589
52.0,12,745.128061
-84.0,12,745.673271
-152.0,12,746.5823
-200.0,12,747.776777
-186.0,12,747.988872
-210.0,12,748.72796
-148.0,12,748.853231
-180.0,12,749.793401
-130.0,12,750.339752
-138.0,12,750.988763
-44.0,12,752.223509
-190.0,12,752.960666
-148.0,12,754.02359
-240.0,12,755.197476
-72.0,12,755.887482
-204.0,12,756.864681
-80.0,12,757.917125
-172.0,12,758.665778
-204.0,12,759.539495
14.0,12,760.26991
-170.0,12,761.277939
-84.0,12,761.620246
-82.0,12,762.69344
-156.0,12,763.635505
-44.0,12,763.794264
-38.0,12,764.5564
-180.0,12,764.794833
-12.0,12,765.530056
-16.0,12,765.736331
-188.0,12,766.442267
-240.0,12,766.72338
-140.0,12,766.884503
-110.0,12,767.439545
-186.0,12,767.842037
-94.0,12,768.854557
-86.0,12,769.864015
-148.0,12,770.857873
-126.0,12,771.764827
-110.0,12,771.959333
-240.0,12,772.659033
-94.0,12,773.556428
-154.0,12,773.820046
-62.0,12,774.3227
-142.0,12,775.62789
-216.0,12,776.540932
-140.0,12,777.22684
-26.0,12,777.390926
-100.0,12,778.319044
-144.0,12,778.49472
14.0,12,778.565796
-144.0,12,779.191164
-150.0,12,779.768463
-168.0,12,780.14785
-240.0,12,780.882184
